character,position,baxter,emc
雱,滂一唐平,phang,p̙ʰɑŋ
雲,云合三C文平,hjun,wɨ̯un
雴,徹開三侵入,trhip,ʈʰip
零,來開四先平,len,l̙en
零,來開四青去,lengH,l̙eŋh
零,來開四青平,leng,l̙eŋ
雷,來合一灰平,lwoj,l̙wəj
雹,並二江入,baewk,b̙oˤk
雺,明一冬去,mowngH,m̙oŋh
雺,明一東平,muwng,m̙uŋ
雺,明一侯去,muwH,m̙uh
雺,明三C尤平,mjuw,mɨ̯u
電,定開四先去,denH,d̙enh
需,心合三虞平,sju,sjo
霂,明一東入,muwk,m̙uk
霃,澄開三侵平,drim,ɖim
霄,心開三宵平,sjew,sjew
霅,心開一覃入,sop,s̙əp
霅,匣開二銜入,haep,ʁaˤp
霅,章開三鹽入,tsyep,tɕep
霅,澄開二銜入,draep,ɖaˤp
霆,定開四青上,dengX,d̙eŋʔ
霆,定開四青平,deng,d̙eŋ
震,章開三真去,tsyinH,tɕinh
霈,滂一泰去,phajH,p̙ʰɑjh
霋,清開四齊平,tshej,t̙s̙ʰej
霍,曉合一唐入,xwak,χwɑk
霎,生開二咸入,sreap,ʂeˤp
霎,生開三鹽入,srjep,ʂɨ̯ep
霏,滂三C微平,phj+j,pʰwɨj
霑,知開三鹽平,trjem,ʈjem
霓,疑開四先入,nget,ɴet
霓,疑開四齊去,ngejH,ɴejh
霓,疑開四齊平,ngej,ɴej
霔,章合三虞去,tsyuH,tɕoh
霖,來開三侵平,lim,lim
霙,影開三B庚平,'jaeng,ʔɨ̯aŋ
霙,影開三C陽平,'jang,ʔɨ̯ɑŋ
霚,明一東平,muwng,m̙uŋ
霚,明三C虞去,mjuH,mɨ̯oh
霛,來開四青平,leng,l̙eŋ
霜,生開三陽平,srjang,ʂɨ̯ɑŋ
霝,來開四青平,leng,l̙eŋ
霞,匣開二麻平,hae,ʁaˤ
霠,影開三B侵平,'im,ʔɨ̯im
霢,明二耕入,meak,m̙eˤk
霣,云合三B真上,hwinX,wɨ̯inʔ
霤,來三尤去,ljuwH,ljuh
霦,幫三B真平,pin,pɨ̯in
霧,明三C虞去,mjuH,mɨ̯oh
霩,曉合一唐入,xwak,χwɑk
霪,以開三侵平,yim,jim
霫,心開三侵入,sip,sip
霫,邪開三侵入,zip,zip
霰,心開四先去,senH,s̙enh
霱,以合三真入,ywit,jwit
露,來一模去,luH,l̙oh
霳,來三東平,ljuwng,ljuŋ
霵,崇開三侵入,dzrip,dʐɨ̯ip
霵,莊開三侵入,tsrip,tʂɨ̯ip
霶,滂一唐平,phang,p̙ʰɑŋ
霸,幫二麻去,paeH,p̙aˤh
霹,滂四青入,phek,p̙ʰek
霼,曉開三C微上,xj+jX,xɨjʔ
霼,曉開三C微去,xj+jH,xɨjh
霽,精開四齊去,tsejH,t̙s̙ejh
霾,明二皆平,meaj,m̙eˤj
霿,明一東去,muwngH,m̙uŋh
霿,明一東平,muwng,m̙uŋ
靀,明一東平,muwng,m̙uŋ
靂,來開四青入,lek,l̙ek
靃,心合三支上,sjweX,sjwieʔ
靃,曉合一唐入,xwak,χwɑk
靄,影開一泰去,'ajH,ʔ̙ɑjh
靄,影開一寒入,'at,ʔ̙ɑt
靅,滂三C微去,phj+jH,pʰwɨjh
靆,定開一咍去,dojH,d̙əjh
靈,來開四青平,leng,l̙eŋ
靉,影開一咍去,'ojH,ʔ̙əjh
靉,影開三C微上,'j+jX,ʔɨjʔ
靐,並三B蒸去,bingH,bɨŋh
青,清開四青平,tsheng,t̙s̙ʰeŋ
靖,從開三清上,dzjengX,dzjaŋʔ
靘,清開四青去,tshengH,t̙s̙ʰeŋh
靘,清開四青平,tsheng,t̙s̙ʰeŋ
靚,從開三清去,dzjengH,dzjaŋh
靜,從開三清上,dzjengX,dzjaŋʔ
非,幫三C微平,pj+j,pwɨj
靠,溪開一豪去,khawH,qʰəwh
靡,明三B支上,mjeX,mɨ̯ieʔ
面,明三A仙去,mjienH,mjenh
靤,並二肴去,baewH,b̙aˤwh
靦,透開四先上,thenX,t̙ʰenʔ
靧,曉合一灰去,xwojH,χwəjh
靨,影開三A鹽入,'jiep,ʔjep
革,見開二耕入,keak,qeˤk
靪,端開四青上,tengX,t̙eŋʔ
靪,端開四青平,teng,t̙eŋ
靫,初開二佳平,tsrhea,tʂʰeˤ
靫,初開二麻平,tsrhae,tʂʰaˤ
靬,見開二山平,kean,qeˤn
靬,見開三C元平,kjon,kɨ̯ən
靬,溪開一寒去,khanH,qʰɑnh
靬,溪開一寒平,khan,qʰɑn
靮,端開四青入,tek,t̙ek
靯,定一模上,duX,d̙oʔ
靲,羣開三B侵平,gim,ɡɨ̯im
靳,見開三C殷去,kj+nH,kɨnh
靴,曉合三C歌平,xjwa,xwɨ̯ɑ
靶,幫二麻去,paeH,p̙aˤh
靷,以開三真上,yinX,jinʔ
靷,以開三真去,yinH,jinh
靸,心開一覃入,sop,s̙əp
靸,心開一談入,sap,s̙ɑp
靺,明一寒入,mat,m̙ɑt
靻,精一模上,tsuX,t̙s̙oʔ
靼,章開三仙入,tsyet,tɕet
靼,端開一寒入,tat,t̙ɑt
靽,幫一寒去,panH,p̙ɑnh
靾,以開三祭去,yejH,jejh
靿,影開二肴去,'aewH,ʔ̙aˤwh
鞀,定開一豪平,daw,d̙əw
鞁,並三B支去,bjeH,bɨ̯ieh
鞂,見開二山入,keat,qeˤt
鞃,匣合一登平,hwong,ʁwəŋ
鞄,並二肴上,baewX,b̙aˤwʔ
鞄,並二肴去,baewH,b̙aˤwh
鞄,並二肴平,baew,b̙aˤw
鞄,滂二江入,phaewk,p̙ʰoˤk
鞅,影開三C陽上,'jangX,ʔɨ̯ɑŋʔ
鞇,影開三A真平,'jin,ʔjin
鞈,見開一覃入,kop,qəp
鞈,見開二咸入,keap,qeˤp
鞉,定開一豪平,daw,d̙əw
鞋,匣開二佳平,hea,ʁeˤ
鞋,匣開二皆平,heaj,ʁeˤj
鞌,影開一寒平,'an,ʔ̙ɑn
鞎,匣開一痕平,hon,ʁən
鞏,見三C鍾上,kjowngX,kɨ̯oŋʔ
鞓,透開四青平,theng,t̙ʰeŋ
鞔,明一寒平,man,m̙ɑn
鞕,疑開二耕去,ngeangH,ɴeˤŋh
鞘,心開三宵去,sjewH,sjewh
鞘,生開二肴平,sraew,ʂaˤw
鞙,匣合四先上,hwenX,ʁwenʔ
鞙,見合四先平,kwen,qwen
鞚,溪一東去,khuwngH,qʰuŋh
鞜,透開一覃入,thop,t̙ʰəp
鞞,並四齊平,bej,b̙ej
鞞,幫三A支上,pjieX,pjieʔ
鞞,幫三A支平,pjie,pjie
鞞,幫四青上,pengX,p̙eŋʔ
鞠,見三C東入,kjuwk,kɨ̯uk
鞠,溪三C東入,khjuwk,kʰɨ̯uk
鞠,羣三C東入,gjuwk,ɡɨ̯uk
鞢,心開四添入,sep,s̙ep
鞣,日三尤去,nyuwH,ɲuh
鞣,日三尤平,nyuw,ɲu
鞤,幫一唐平,pang,p̙ɑŋ
鞥,影開一覃入,'op,ʔ̙əp
鞦,清三尤平,tshjuw,tsʰju
鞧,清三尤平,tshjuw,tsʰju
鞨,匣開一寒入,hat,ʁɑt
鞨,船開三仙入,zyet,ʑet
鞪,明一東入,muwk,m̙uk
鞪,明三C尤平,mjuw,mɨ̯u
鞫,見三C東入,kjuwk,kɨ̯uk
鞬,見開三C元平,kjon,kɨ̯ən
鞭,幫三A仙平,pjien,pjen
鞮,端開四齊平,tej,t̙ej
鞳,透開一談入,thap,t̙ʰɑp
鞴,並一模去,buH,b̙oh
鞴,並三B脂去,bijH,bɨ̯ih
鞴,並三C東入,bjuwk,bɨ̯uk
鞵,匣開二佳平,hea,ʁeˤ
鞶,並一寒平,ban,b̙ɑn
鞹,溪合一唐入,khwak,qʰwɑk
鞻,來一侯平,luw,l̙u
鞼,見合一灰平,kwoj,qwəj
鞼,羣合三B脂去,gwijH,ɡwɨ̯ih
鞽,溪開三B宵平,khjew,kʰɨ̯ew
鞾,曉合三C歌平,xjwa,xwɨ̯ɑ
鞿,見開三C微平,kj+j,kɨj
韁,見開三C陽平,kjang,kɨ̯ɑŋ
韂,昌開三鹽去,tsyhemH,tɕʰemh
韄,匣一模去,huH,ʁoh
韅,曉開四先上,xenX,χenʔ
韆,清開三仙平,tshjen,tsʰjen
韇,定一東入,duwk,d̙uk
韈,明三C元入,mjot,mɨ̯ət
韉,精開四先平,tsen,t̙s̙en
韋,云合三C微平,hjw+j,wɨj
韌,日開三真去,nyinH,ɲinh
韍,幫三C文入,pjut,pɨ̯ut
韎,明一寒入,mat,m̙ɑt
韎,明二皆去,meajH,m̙eˤjh
韏,見合三B仙上,kjwenX,kwɨ̯enʔ
韏,溪合三C元去,khjwonH,kʰwɨ̯ənh
韏,羣合三B仙去,gjwenH,ɡwɨ̯enh
韐,見開一覃入,kop,qəp
韐,見開二咸入,keap,qeˤp
韒,心開三宵去,sjewH,sjewh
韔,徹開三陽去,trhjangH,ʈʰjɑŋh
韖,日三尤上,nyuwX,ɲuʔ
韗,云合三C文去,hjunH,wɨ̯unh
韗,曉合三C元去,xjwonH,xwɨ̯ənh
韘,心開四添入,sep,s̙ep
韘,書開三鹽入,syep,ɕep
韙,云合三C微上,hjw+jX,wɨjʔ
韛,並二皆去,beajH,b̙eˤjh
韜,透開一豪平,thaw,t̙ʰəw
韝,見一侯平,kuw,qu
韝,溪一侯平,khuw,qʰu
韞,影合一魂平,'won,ʔ̙wən
韞,影合三C文上,'junX,ʔɨ̯unʔ
韠,幫三A真入,pjit,pjit
韡,云合三C微上,hjw+jX,wɨjʔ
韢,清合三祭去,tshjwejH,tsʰjwejh
韣,定一東入,duwk,d̙uk
韣,常三鍾入,dzyowk,dʑok
韣,章三鍾入,tsyowk,tɕok
韤,明三C元入,mjot,mɨ̯ət
韭,見三C尤上,kjuwX,kɨ̯uʔ
韰,匣開二皆去,heajH,ʁeˤjh
韱,心開三鹽平,sjem,sjem
音,影開三B侵平,'im,ʔɨ̯im
韴,從開一覃入,dzop,d̙z̙əp
韶,常開三宵平,dzyew,dʑew
韸,並一東平,buwng,b̙uŋ
韹,匣合一唐平,hwang,ʁwɑŋ
韹,匣合二庚平,hwaeng,ʁwaˤŋ
韺,影開三B庚平,'jaeng,ʔɨ̯aŋ
韻,云合三B真去,hwinH,wɨ̯inh
韻,云合三C文去,hjunH,wɨ̯unh
韽,影開一覃平,'om,ʔ̙əm
韽,影開二咸去,'eamH,ʔ̙eˤmh
韾,影開三A侵平,'jim,ʔjim
響,曉開三C陽上,xjangX,xɨ̯ɑŋʔ
頀,匣一模去,huH,ʁoh
頁,匣開四先入,het,ʁet
頂,端開四青上,tengX,t̙eŋʔ
頃,溪合三A清上,khjwiengX,kʰjwaŋʔ
頃,溪合三A清平,khjwieng,kʰjwaŋ
頄,羣三C尤平,gjuw,ɡɨ̯u
頄,羣合三B脂平,gwij,ɡwɨ̯i
項,匣二江上,haewngX,ʁoˤŋʔ
順,船合三真去,zywinH,ʑwinh
頇,疑開一寒入,ngat,ɴɑt
頇,疑開一寒去,nganH,ɴɑnh
頇,曉開一寒平,xan,χɑn
須,心合三虞平,sju,sjo
頊,疑三C鍾入,ngjowk,ŋɨ̯ok
頊,曉三C鍾入,xjowk,xɨ̯ok
頋,見一模去,kuH,qoh
頌,以三鍾平,yowng,joŋ
頌,邪三鍾去,zjowngH,zjoŋh
頍,溪合三A支上,khjwieX,kʰjwieʔ
頎,羣開三C微平,gj+j,ɡɨj
頏,匣開一唐平,hang,ʁɑŋ
頏,溪開一唐去,khangH,qʰɑŋh
預,以開三魚去,yoH,jəh
頑,疑合二刪平,ngwaen,ɴwaˤn
頒,並三C文平,bjun,bɨ̯un
頒,幫二刪平,paen,p̙aˤn
頓,端合一魂去,twonH,t̙wənh
頔,定開四青入,dek,d̙ek
頕,端開一談平,tam,t̙ɑm
頖,滂一寒去,phanH,p̙ʰɑnh
頗,滂一歌上,phaX,p̙ʰɑʔ
頗,滂一歌去,phaH,p̙ʰɑh
頗,滂一歌平,pha,p̙ʰɑ
領,來開三清上,ljengX,ljaŋʔ
頛,來合一灰上,lwojX,l̙wəjʔ
頜,匣開一覃上,homX,ʁəmʔ
頜,見開一覃入,kop,qəp
頝,溪開二肴平,khaew,qʰaˤw
頞,影開一寒入,'at,ʔ̙ɑt
頟,疑開二庚入,ngaek,ɴaˤk
頠,疑合一灰上,ngwojX,ɴwəjʔ
頠,疑合三B支上,ngjweX,ŋwɨ̯ieʔ
頡,匣開四先入,het,ʁet
頡,見開二山入,keat,qeˤt
頢,匣合二刪入,hwaet,ʁwaˤt
頢,見合一寒入,kwat,qwɑt
頣,書開三真上,syinX,ɕinʔ
頤,以開三之平,yi,jɨ
頦,匣開一咍平,hoj,ʁəj
頦,見開一咍上,kojX,qəjʔ
頧,端合一灰上,twojX,t̙wəjʔ
頧,端合一灰平,twoj,t̙wəj
頨,云合三C虞上,hjuX,wɨ̯oʔ
頨,曉合三A仙平,xjwien,xjwen
頩,滂四青上,phengX,p̙ʰeŋʔ
頩,滂四青平,pheng,p̙ʰeŋ
頪,來合一泰去,lwajH,l̙wɑjh
頫,透開四蕭去,thewH,t̙ʰewh
頫,幫三C虞上,pjuX,pɨ̯oʔ
頭,定一侯平,duw,d̙u
頮,曉合一灰去,xwojH,χwəjh
頯,見合三B脂上,kwijX,kwɨ̯iʔ
頯,羣合三B脂平,gwij,ɡwɨ̯i
頰,見開四添入,kep,qep
頲,透開四青上,thengX,t̙ʰeŋʔ
頵,見合三B真平,kwin,kwɨ̯in
頵,影合三B真平,'win,ʔwɨ̯in
頶,匣一冬入,howk,ʁok
頷,匣開一覃上,homX,ʁəmʔ
頷,匣開一覃平,hom,ʁəm
頸,見開三A清上,kjiengX,kjaŋʔ
頸,羣開三A清平,gjieng,ɡjaŋ
頹,定合一灰平,dwoj,d̙wəj
頻,並三A真平,bjin,bjin
頿,精開三支平,tsje,tsie
顀,澄合三脂平,drwij,ɖjwi
顁,端開四青去,tengH,t̙eŋh
顄,匣開一覃上,homX,ʁəmʔ
顄,匣開一覃平,hom,ʁəm
顅,溪開二山平,khean,qʰeˤn
顆,溪合一歌上,khwaX,qʰwɑʔ
顇,從合三脂去,dzwijH,dzjwih
顈,匣開四先上,henX,ʁenʔ
顈,溪合四青上,khwengX,qʰweŋʔ
顉,溪開三B侵上,khimX,kʰɨ̯imʔ
顉,溪開三B侵平,khim,kʰɨ̯im
顉,疑開一覃上,ngomX,ɴəmʔ
顋,心開一咍平,soj,s̙əj
題,定開四齊去,dejH,d̙ejh
題,定開四齊平,dej,d̙ej
額,疑開二庚入,ngaek,ɴaˤk
顎,疑開一唐入,ngak,ɴɑk
顏,疑開二刪平,ngaen,ɴaˤn
顐,匣合一魂平,hwon,ʁwən
顐,疑合一魂去,ngwonH,ɴwənh
顐,疑合一魂平,ngwon,ɴwən
顑,溪開一覃上,khomX,qʰəmʔ
顑,疑開二咸去,ngeamH,ɴeˤmh
顒,疑三C鍾平,ngjowng,ŋɨ̯oŋ
顓,章合三仙平,tsywen,tɕwen
顖,心開三真去,sinH,sinh
顗,疑開三C微上,ngj+jX,ŋɨjʔ
願,疑合三C元去,ngjwonH,ŋwɨ̯ənh
顙,心開一唐上,sangX,s̙ɑŋʔ
顛,透開四先去,thenH,t̙ʰenh
顛,端開四先平,ten,t̙en
顝,溪合一灰上,khwojX,qʰwəjʔ
顝,溪合一灰平,khwoj,qʰwəj
顝,溪合一魂入,khwot,qʰwət
類,來合三脂去,lwijH,ljwih
顟,來開二肴平,laew,l̙aˤw
顠,並三A宵上,bjiewX,bjewʔ
顠,滂三A宵上,phjiewX,pʰjewʔ
顡,知合二皆去,trweajH,ʈweˤjh
顡,疑合一灰上,ngwojX,ɴwəjʔ
顡,疑開三C微去,ngj+jH,ŋɨjh
顢,明一寒平,man,m̙ɑn
顣,精三東入,tsjuwk,tsjuk
顤,疑開四蕭去,ngewH,ɴewh
顤,疑開四蕭平,ngew,ɴew
顤,曉開二肴平,xaew,χaˤw
顥,匣開一豪上,hawX,ʁəwʔ
顦,從開三宵平,dzjew,dzjew
顧,見一模去,kuH,qoh
顨,心合一魂去,swonH,s̙wənh
顩,疑開三B鹽上,ngjemX,ŋɨ̯emʔ
顩,澄開三侵上,drimX,ɖimʔ
顪,曉合三C廢去,xjwojH,xwɨ̯əjh
顫,章開三仙去,tsyenH,tɕenh
顬,日合三虞平,nyu,ɲo
顮,幫三A真平,pjin,pjin
顯,曉開四先上,xenX,χenʔ
顰,並三A真平,bjin,bjin
顱,來一模平,lu,l̙o
顲,來開一覃上,lomX,l̙əmʔ
顲,來開一覃去,lomH,l̙əmh
顲,來開三侵上,limX,limʔ
顳,日開三鹽入,nyep,ɲep
顴,羣合三B仙平,gjwen,ɡwɨ̯en
風,幫三C東去,pjuwngH,pɨ̯uŋh
風,幫三C東平,pjuwng,pɨ̯uŋ
颫,並三C虞平,bju,bɨ̯o
颬,曉開二麻平,xae,χaˤ
颭,章開三鹽上,tsyemX,tɕemʔ
颮,並二肴平,baew,b̙aˤw
颮,滂二江入,phaewk,p̙ʰoˤk
颯,心開一覃入,sop,s̙əp
颰,並一寒入,bat,b̙ɑt
颰,幫三C元入,pjot,pɨ̯ət
颲,來開三仙入,ljet,ljet
颵,生開二肴平,sraew,ʂaˤw
颸,初開三之平,tsrhi,tʂʰɨ
颺,以開三陽去,yangH,jɑŋh
颺,以開三陽平,yang,jɑŋ
颻,以開三宵平,yew,jew
颼,生三尤平,srjuw,ʂɨ̯u
颽,溪開一咍上,khojX,qʰəjʔ
颾,心開一豪平,saw,s̙əw
颿,並三C凡去,bjomH,bɨ̯əmh
颿,並三C凡平,bjom,bɨ̯əm
飀,來三尤平,ljuw,lju
飁,邪開三侵入,zip,zip
飂,來三尤去,ljuwH,ljuh
飂,來三尤平,ljuw,lju
飄,並三A宵平,bjiew,bjew
飄,滂三A宵平,phjiew,pʰjew
飆,幫三A宵平,pjiew,pjew
飉,來開四蕭平,lew,l̙ew
飋,生開三臻入,srit,ʂɨ̯it
飌,幫三C東平,pjuwng,pɨ̯uŋ
飍,曉開三A幽平,xjiw,xjiw
飛,幫三C微平,pj+j,pwɨj
飜,滂三C元平,phjon,pʰɨ̯ən
食,以開三之去,yiH,jɨh
食,船開三蒸入,zyik,ʑɨk
飢,見開三B脂平,kij,kɨ̯i
飣,端開四青去,tengH,t̙eŋh
飤,邪開三之去,ziH,zjɨh
飥,透開一唐入,thak,t̙ʰɑk
飧,心合一魂平,swon,s̙wən
飩,定合一魂平,dwon,d̙wən
飪,日開三侵上,nyimX,ɲimʔ
飫,影開三C魚去,'joH,ʔɨ̯əh
飭,徹開三蒸入,trhik,ʈʰjɨk
飯,並三C元上,bjonX,bɨ̯ənʔ
飯,並三C元去,bjonH,bɨ̯ənh
飲,影開三B侵上,'imX,ʔɨ̯imʔ
飲,影開三B侵去,'imH,ʔɨ̯imh
飳,透一侯上,thuwX,t̙ʰuʔ
飴,以開三之平,yi,jɨ
飵,從一模去,dzuH,d̙z̙oh
飵,從開一唐入,dzak,d̙z̙ɑk
飶,並三A真入,bjit,bjit
飶,並四先入,bet,b̙et
飷,精開三麻上,tsjaeX,tsjaʔ
飺,從開三支平,dzje,dzie
飻,透開四先入,thet,t̙ʰet
飼,邪開三之去,ziH,zjɨh
飽,幫二肴上,paewX,p̙aˤwʔ
飾,書開三蒸入,syik,ɕɨk
餀,曉開一泰去,xajH,χɑjh
餁,日開三侵上,nyimX,ɲimʔ
餄,見開二咸入,keap,qeˤp
餅,幫三A清上,pjiengX,pjaŋʔ
餆,以開三宵平,yew,jew
餈,從開三脂平,dzij,dzi
餉,書開三陽去,syangH,ɕɑŋh
養,以開三陽上,yangX,jɑŋʔ
養,以開三陽去,yangH,jɑŋh
餋,見合三B仙去,kjwenH,kwɨ̯enh
餌,日開三之去,nyiH,ɲɨh
餐,清開一寒平,tshan,t̙s̙ʰɑn
餑,並一魂入,bwot,b̙wət
餒,泥合一灰上,nwojX,n̙wəjʔ
餓,疑開一歌去,ngaH,ɴɑh
餔,並一模去,buH,b̙oh
餔,幫一模平,pu,p̙o
餕,精合三真去,tswinH,tsjwinh
餖,定一侯去,duwH,d̙uh
餗,心一東入,suwk,s̙uk
餘,以開三魚平,yo,jə
餚,匣開二肴平,haew,ʁaˤw
餛,匣合一魂平,hwon,ʁwən
餞,從開三仙上,dzjenX,dzjenʔ
餞,從開三仙去,dzjenH,dzjenh
餟,知合三仙入,trjwet,ʈjwet
餟,知合三祭去,trjwejH,ʈjwejh
餣,影開三C嚴入,'jaep,ʔɨ̯əp
餤,定開一談平,dam,d̙ɑm
餥,幫三C微上,pj+jX,pwɨjʔ
餥,幫三C微平,pj+j,pwɨj
餦,知開三陽平,trjang,ʈjɑŋ
餧,泥合一灰上,nwojX,n̙wəjʔ
餧,影合三B支去,'jweH,ʔwɨ̯ieh
館,見合一寒去,kwanH,qwɑnh
餩,影開一登入,'ok,ʔ̙ək
餪,泥合一寒上,nwanX,n̙wɑnʔ
餫,云合三C文去,hjunH,wɨ̯unh
餫,匣合一魂平,hwon,ʁwən
餬,匣一模平,hu,ʁo
餭,匣合一唐平,hwang,ʁwɑŋ
餮,透開四先入,thet,t̙ʰet
餯,曉合三C廢去,xjwojH,xwɨ̯əjh
餱,匣一侯平,huw,ʁu
餲,匣開一寒入,hat,ʁɑt
餲,影開一寒入,'at,ʔ̙ɑt
餲,影開二夬去,'aejH,ʔ̙aˤjh
餲,影開三B祭去,'jejH,ʔɨ̯ejh
餴,幫三C文平,pjun,pɨ̯un
餹,定開一唐平,dang,d̙ɑŋ
餺,幫一唐入,pak,p̙ɑk
餻,見開一豪平,kaw,qəw
餼,曉開三C微去,xj+jH,xɨjh
餽,羣合三B脂去,gwijH,ɡwɨ̯ih
餾,來三尤去,ljuwH,ljuh
餾,來三尤平,ljuw,lju
餿,生三尤平,srjuw,ʂɨ̯u
饁,云開三B鹽入,hjep,wɨ̯ep
饅,明一寒平,man,m̙ɑn
饆,幫三A真入,pjit,pjit
饇,影合三C虞去,'juH,ʔɨ̯oh
饉,羣開三B真去,ginH,ɡɨ̯inh
饊,心開一寒上,sanX,s̙ɑnʔ
饋,羣合三B脂去,gwijH,ɡwɨ̯ih
饌,崇合二刪上,dzrwaenX,dʐwaˤnʔ
饌,崇合三仙去,dzrjwenH,dʐwɨ̯enh
饍,常開三仙去,dzyenH,dʑenh
饎,昌開三之去,tsyhiH,tɕʰɨh
饐,影開三B脂去,'ijH,ʔɨ̯ih
饑,見開三C微平,kj+j,kɨj
饒,日開三宵去,nyewH,ɲewh
饒,日開三宵平,nyew,ɲew
饔,影三C鍾平,'jowng,ʔɨ̯oŋ
饕,透開一豪平,thaw,t̙ʰəw
饖,影合三C廢去,'jwojH,ʔwɨ̯əjh
饗,曉開三C陽上,xjangX,xɨ̯ɑŋʔ
饘,章開三仙上,tsyenX,tɕenʔ
饘,章開三仙平,tsyen,tɕen
饙,幫三C文平,pjun,pɨ̯un
饛,明一東平,muwng,m̙uŋ
饜,影開三A鹽去,'jiemH,ʔjemh
饜,影開三A鹽平,'jiem,ʔjem
饞,崇開二咸平,dzream,dʐeˤm
饟,書開三陽上,syangX,ɕɑŋʔ
饟,書開三陽去,syangH,ɕɑŋh
饟,書開三陽平,syang,ɕɑŋ
饠,來開一歌平,la,l̙ɑ
饡,精開一寒去,tsanH,t̙s̙ɑnh
首,書三尤上,syuwX,ɕuʔ
首,書三尤去,syuwH,ɕuh
馗,羣三C尤平,gjuw,ɡɨ̯u
馗,羣合三B脂平,gwij,ɡwɨ̯i
馘,見合二耕入,kweak,qweˤk
香,曉開三C陽平,xjang,xɨ̯ɑŋ
馚,並三C文平,bjun,bɨ̯un
馛,並一寒入,bat,b̙ɑt
馝,並三A真入,bjit,bjit
馝,並四先入,bet,b̙et
馞,並一魂入,bwot,b̙wət
馞,滂一魂入,phwot,p̙ʰwət
馠,曉開一覃平,xom,χəm
馡,幫三C微平,pj+j,pwɨj
馣,影開一覃平,'om,ʔ̙əm
馤,影開一泰去,'ajH,ʔ̙ɑjh
馥,並三B蒸入,bik,bɨk
馥,並三C東入,bjuwk,bɨ̯uk
馦,曉開四添平,xem,χem
馧,影合一魂入,'wot,ʔ̙wət
馧,影合三C文平,'jun,ʔɨ̯un
馨,曉開四青平,xeng,χeŋ
馩,並三C文平,bjun,bɨ̯un
馬,明二麻上,maeX,m̙aˤʔ
馭,疑開三C魚去,ngjoH,ŋɨ̯əh
馮,並三B蒸平,bing,bɨŋ
馮,並三C東平,bjuwng,bɨ̯uŋ
馯,匣開一寒去,hanH,ʁɑnh
馯,溪開二刪平,khaen,qʰaˤn
馰,端開四青入,tek,t̙ek
馱,定開一歌去,daH,d̙ɑh
馱,定開一歌平,da,d̙ɑ
馲,來開一唐入,lak,l̙ɑk
馲,知開二庚入,traek,ʈaˤk
馲,透開一唐入,thak,t̙ʰɑk
馳,澄開三支平,drje,ɖie
馴,邪合三真平,zwin,zjwin
馵,章合三虞去,tsyuH,tɕoh
馶,見開三A支去,kjieH,kjieh
馶,書開三支去,syeH,ɕieh
馶,章開三支平,tsye,tɕie
馶,羣開三A支平,gjie,ɡjie
馹,日開三真入,nyit,ɲit
馺,心開一覃入,sop,s̙əp
馻,以合三仙上,ywenX,jwenʔ
馻,以合三真上,ywinX,jwinʔ
馼,明三C文平,mjun,mɨ̯un
馽,知開三侵入,trip,ʈip
馾,端開一覃去,tomH,t̙əmh
駁,幫二江入,paewk,p̙oˤk
駂,幫一豪上,pawX,p̙əwʔ
駃,見合四先入,kwet,qwet
駃,溪合二夬去,khwaejH,qʰwaˤjh
駉,見合四青平,kweng,qweŋ
駊,滂一歌上,phaX,p̙ʰɑʔ
駊,幫一歌上,paX,p̙ɑʔ
駎,澄三尤去,drjuwH,ɖjuh
駏,羣開三C魚上,gjoX,ɡɨ̯əʔ
駐,知合三虞去,trjuH,ʈjoh
駑,泥一模平,nu,n̙o
駒,見合三C虞平,kju,kɨ̯o
駓,滂三B脂平,phij,pʰɨ̯i
駔,從一模上,dzuX,d̙z̙oʔ
駔,精開一唐上,tsangX,t̙s̙ɑŋʔ
駕,見開二麻去,kaeH,qaˤh
駖,來開四青平,leng,l̙eŋ
駗,來開三真平,lin,lin
駗,章開三真上,tsyinX,tɕinʔ
駘,定開一咍上,dojX,d̙əjʔ
駘,定開一咍平,doj,d̙əj
駙,並三C虞去,bjuH,bɨ̯oh
駚,影開一唐上,'angX,ʔ̙ɑŋʔ
駚,影開三C陽上,'jangX,ʔɨ̯ɑŋʔ
駛,生開三之上,sriX,ʂɨʔ
駛,生開三之去,sriH,ʂɨh
駜,並三A真入,bjit,bjit
駜,並三B真入,bit,bɨ̯it
駝,定開一歌平,da,d̙ɑ
駞,定開一歌平,da,d̙ɑ
駟,心開三脂去,sijH,sih
駠,來三尤平,ljuw,lju
駢,並四先平,ben,b̙en
駣,定開一豪上,dawX,d̙əwʔ
駣,定開一豪平,daw,d̙əw
駣,澄開三宵上,drjewX,ɖjewʔ
駤,知開三脂去,trijH,ʈih
駥,日三東平,nyuwng,ɲuŋ
駧,定一東去,duwngH,d̙uŋh
駩,清合三仙平,tshjwen,tsʰjwen
駪,生開三臻平,srin,ʂɨ̯in
駫,見合四青平,kweng,qweŋ
駬,日開三之上,nyiX,ɲɨʔ
駭,匣開二皆上,heajX,ʁeˤjʔ
駮,幫二江入,paewk,p̙oˤk
駰,影開三A真平,'jin,ʔjin
駰,影開三B真平,'in,ʔɨ̯in
駱,來開一唐入,lak,l̙ɑk
駴,匣開二皆上,heajX,ʁeˤjʔ
駶,羣三C鍾入,gjowk,ɡɨ̯ok
駷,心一侯上,suwX,s̙uʔ
