character,position,baxter,emc,lmc,nw,nw_late
𢦏,精開一咍平,tsoj,t̙s̙əj,tsɑj,tsɑj,tsɑj
𢦚,匣合二麻上,hwaeX,ʁwaˤʔ,ʁwʕaH,ʁ̥ɦwʕaH,χwʕaH
𢦟,溪開一覃平,khom,qʰəm,qʰɑm,qʰɑm,qʰɑm
𢦦,日三東平,nyuwng,ɲuŋ,ɲuŋ,ʑuŋ,ʑuŋ
𢦧,明三C尤平,mjuw,mɨ̯u,məw,mbəw,mbəw
𢦩,常開三清平,dzyeng,dʑaŋ,ʑɛŋ,ʑ̊ɦɛĩ,ɕɛĩ
𢧀,見開一寒平,kan,qɑn,qɑn,qɑn,qɑn
𢧖,知開二刪入,traet,ʈaˤt,ʈʕat,ʈʕar,ʈʕar
𢧤,澄開三真入,drit,ɖit,ɖɨt,ɖ̥ɦɨr,ʈʰɨr
𢧧,見開一登入,kok,qək,qək,qəɣ,qəɣ
𢧨,昌合三真上,tsyhwinX,tɕʰwinʔ,tɕʰwɨnX,tɕʰwɨnX,tɕʰwɨnX
𢧳,以三鍾平,yowng,joŋ,juŋ,juŋ,juŋ
𢧴,疑開一豪平,ngaw,ɴəw,ɴɑw,ɴɢɑw,ɴɢɑw
𢨔,明三C凡上,mjomX,mɨ̯əmʔ,ɱʕamX,ʋʕamX,ʋʕamX
𢨛,曉開三B支平,xje,xɨ̯ie,xɨi,xɨi,xɨi
𢨪,崇開三之上,dzriX,dʐɨʔ,ʐʕiH,ʐ̥ɦʕəH,ʂʕəH
𢨸,徹合三虞去,trhjuH,ʈʰjoh,ʈʰɨuH,ʈʰɨuH,ʈʰɨuH
𢩭,清合一魂上,tshwonX,t̙s̙ʰwənʔ,tsʰwənX,tsʰwənX,tsʰwənX
𢪃,清合一魂入,tshwot,t̙s̙ʰwət,tsʰwət,tsʰwər,tsʰwər
𢪇,精開三陽平,tsjang,tsjɑŋ,tsjɑŋ,tsjɔũ,tsjɔũ
𢪍,精開三仙入,tsjet,tsjet,tsjɛt,tsjɛr,tsjɛr
𢪍,精開三真入,tsit,tsit,tsjit,tsjir,tsjir
𢪎,曉合三C歌平,xjwa,xwɨ̯ɑ,xwɨa,xwɨa,xwɨa
𢪏,匣合一魂入,hwot,ʁwət,ʁwət,ʁ̥ɦwər,χwər
𢪒,見三C鍾上,kjowngX,kɨ̯oŋʔ,kɨuŋX,kɨuŋX,kɨuŋX
𢫦,明二庚入,maek,m̙aˤk,mʕɛk,mbʕɛɣ,mbʕɛɣ
𢫨,日三鍾上,nyowngX,ɲoŋʔ,ɲuŋX,ʑuŋX,ʑuŋX
𢫨,孃三鍾去,nrjowngH,ɳjoŋh,ɳɨuŋH,nɻɨuŋH,nɻɨuŋH
𢫯,並一登入,bok,b̙ək,bək,b̥ɦəɣ,pʰəɣ
𢫷,泥合一歌上,nwaX,n̙wɑʔ,nwɑX,ndwɑX,ndwɔX
𢬆,初三尤平,tsrhjuw,tʂʰɨ̯u,tʂʰʕəw,tʂʰʕəw,tʂʰʕəw
𢬳,透一東入,thuwk,t̙ʰuk,tʰuk,tʰuɣ,tʰuɣ
𢬴,知開三鹽入,trjep,ʈjep,ʈɨɛp,ʈɨɛβ,ʈɨɛβ
𢬴,端開四添入,tep,t̙ep,tjɛp,tjɛβ,tjɛβ
𢭃,端合一寒上,twanX,t̙wɑnʔ,twɑnX,twɑnX,twɑnX
𢭆,徹三尤平,trhjuw,ʈʰju,ʈʰɨw,ʈʰɨw,ʈʰɨw
𢮁,影開三C魚上,'joX,ʔɨ̯əʔ,ʔɨX,ʔɨuX,ʔɨuX
𢮁,影開三C魚去,'joH,ʔɨ̯əh,ʔɨH,ʔɨuH,ʔɨuH
𢮂,匣開四先平,hen,ʁen,ɣjɛn,ɣ̊ɦjɛn,xjɛn
𢮂,見開四先平,ken,qen,kjɛn,kjɛn,kjɛn
𢮟,匣開二刪入,haet,ʁaˤt,ʁʕat,ʁ̥ɦʕar,χʕar
𢮨,常合三仙去,dzywenH,dʑwenh,ʑwɛnH,ʑ̊ɦwɛnH,ɕwɛnH
𢯩,從開三蒸入,dzik,dzjɨk,dzjɨk,d̥z̥ɦjɨɣ,tsʰjɨɣ
𢯩,莊開三蒸入,tsrik,tʂɨk,tʂʕək,tʂʕəɣ,tʂʕəɣ
𢯮,云合三C文入,hjut,wɨ̯ut,ɣɨut,ɣɨur,ɣɨur
𢯱,生三尤平,srjuw,ʂɨ̯u,ʂʕəw,ʂʕəw,ʂʕəw
𢯲,影合一寒去,'wanH,ʔ̙wɑnh,ʔwɑnH,ʔwɑnH,ʔwɑnH
𢯴,見開二肴上,kaewX,qaˤwʔ,qʕawX,qʕawX,qʕawX
𢯷,云合三C微上,hjw+jX,wɨjʔ,wɨiX,wɨiX,wɨiX
𢯸,滂一寒入,phat,p̙ʰɑt,pʰɑt,pʰɑr,pʰɑr
𢯻,以合三仙上,ywenX,jwenʔ,jwɛnX,jwɛnX,jwɛnX
𢯼,以開三真上,yinX,jinʔ,jinX,jinX,jinX
𢯼,以開三真去,yinH,jinh,jinH,jinH,jinH
𢯽,清開一歌去,tshaH,t̙s̙ʰɑh,tsʰɑH,tsʰɑH,tsʰɔH
𢯾,明一豪去,mawH,m̙əwh,mɑwH,mbɑwH,mbɑwH
𢰂,定開四齊去,dejH,d̙ejh,djɛjH,d̥ɦjɛjH,tʰjiH
𢰂,端開四齊去,tejH,t̙ejh,tjɛjH,tjɛjH,tjiH
𢰇,影開二皆平,'eaj,ʔ̙eˤj,ʔˤaj,ʔˤaj,ʔˤaj
𢱡,心合一歌上,swaX,s̙wɑʔ,swɑX,swɑX,swɔX
𢱢,心開一唐入,sak,s̙ɑk,sɑk,sɑɣ,sɔɣ
𢱧,並四先入,bet,b̙et,bjɛt,b̥ɦjɛr,pʰjɛr
𢲵,從開一豪去,dzawH,d̙z̙əwh,dzɑwH,d̥z̥ɦɑwH,tsʰɑwH
𢲸,來一模上,luX,l̙oʔ,luX,luX,luX
𢲼,定開四先入,det,d̙et,djɛt,d̥ɦjɛr,tʰjɛr
𢳁,並一灰上,bwojX,b̙wəjʔ,bɑjH,b̥ɦɑjH,pʰɑjH
𢳄,邪合三仙去,zjwenH,zjwenh,zjwɛnH,z̥ɦjwɛnH,sjwɛnH
𢳋,幫三A支上,pjieX,pjieʔ,pjiX,pjiX,pjiX
𢳚,見開三C元平,kjon,kɨ̯ən,kɨɛn,kɨɛn,kɨɛn
𢴧,澄開三脂去,drijH,ɖih,ɖɨiH,ɖ̥ɦɨiH,ʈʰɨiH
𢴩,幫三B真入,pit,pɨ̯it,pɨt,pɨr,pɨr
𢴮,溪開三C魚平,khjo,kʰɨ̯ə,kʰɨ,kʰɨu,kʰɨu
𢴲,匣開四先入,het,ʁet,ɣjɛt,ɣ̊ɦjɛr,xjɛr
𢴲,曉開四先入,xet,χet,xjɛt,xjɛr,xjɛr
𢴵,以開三鹽去,yemH,jemh,jɛmH,jɛmH,jɛmH
𢵈,見開三B仙上,kjenX,kɨ̯enʔ,kɨɛnX,kɨɛnX,kɨɛnX
𢶀,崇合二皆平,dzrweaj,dʐweˤj,ʐwʕaj,ʐ̥ɦwʕaj,ʂwʕaj
𢶃,並三C元平,bjon,bɨ̯ən,bvʕan,v̥ɦʕan,fʕan
𢶆,見開三C元入,kjot,kɨ̯ət,kɨɛt,kɨɛr,kɨɛr
𢶇,羣合三A清平,gjwieng,ɡjwaŋ,ɡjwɛŋ,ɡ̊ɦjwɛĩ,kʰjwɛĩ
𢶉,滂二耕入,pheak,p̙ʰeˤk,pʰʕɛk,pʰʕɛɣ,pʰʕɛɣ
𢶋,透開四先入,thet,t̙ʰet,tʰjɛt,tʰjɛr,tʰjɛr
𢶍,心開一談入,sap,s̙ɑp,sɑp,sɑβ,sɑβ
𢶍,從開一談入,dzap,d̙z̙ɑp,dzɑp,d̥z̥ɦɑβ,tsʰɑβ
𢶒,見合一泰去,kwajH,qwɑjh,qwɑjH,qwɑjH,qwɑjH
𢶜,影三C鍾上,'jowngX,ʔɨ̯oŋʔ,ʔɨuŋX,ʔɨuŋX,ʔɨuŋX
𢶡,溪開四青入,khek,qʰek,kʰjɛk,kʰjɛɣ,kʰjɨɣ
𢶡,溪開四蕭去,khewH,qʰewh,kʰjɛwH,kʰjɛwH,kʰjɛwH
𢷎,幫二皆去,peajH,p̙eˤjh,pʕajH,pʕajH,pʕajH
𢷏,並二江入,baewk,b̙oˤk,bʕawk,b̥ɦʕawɣ,pʰʕɔɣ
𢷒,羣開三C元入,gjot,ɡɨ̯ət,ɡɨɛt,ɡ̊ɦɨɛr,kʰɨɛr
𢷕,明二江入,maewk,m̙oˤk,mʕawk,mbʕawɣ,mbʕɔɣ
𢷖,端合一寒上,twanX,t̙wɑnʔ,twɑnX,twɑnX,twɑnX
𢷘,見開三B仙上,kjenX,kɨ̯enʔ,kɨɛnX,kɨɛnX,kɨɛnX
𢷟,知開三脂去,trijH,ʈih,ʈɨiH,ʈɨiH,ʈɨiH
𢷶,來三尤平,ljuw,lju,lɨw,lɨw,lɨw
𢷾,生合二耕入,srweak,ʂweˤk,ʂwʕɛk,ʂwʕɛɣ,ʂwʕɛɣ
𢸁,見三C鍾上,kjowngX,kɨ̯oŋʔ,kɨuŋX,kɨuŋX,kɨuŋX
𢸣,泥開四蕭上,newX,n̙ewʔ,njɛwX,ndjɛwX,ndjɛwX
𢸧,邪開三鹽平,zjem,zjem,zjɛm,z̥ɦjɛm,sjɛm
𢹍,曉開三B支平,xje,xɨ̯ie,xɨi,xɨi,xɨi
𢹎,日開三宵上,nyewX,ɲewʔ,ɲɛwX,ʑɛwX,ʑɛwX
𢹕,見開四先上,kenX,qenʔ,kjɛnX,kjɛnX,kjɛnX
𢹖,見合二耕入,kweak,qweˤk,qwʕɛk,qwʕɛɣ,qwʕɛɣ
𢹰,並三A宵上,bjiewX,bjewʔ,bjɛwH,b̥ɦjɛwH,pʰjɛwH
𢺃,見開四先上,kenX,qenʔ,kjɛnX,kjɛnX,kjɛnX
𢺑,來合一歌去,lwaH,l̙wɑh,lwɑH,lwɑH,lwɔH
𢺰,來開四青去,lengH,l̙eŋh,ljɛŋH,ljɛĩH,ljɛĩH
𢺰,來開四青平,leng,l̙eŋ,ljɛŋ,ljɛĩ,ljɛĩ
𢺵,溪開三A支去,khjieH,kʰjieh,kʰjiH,kʰjiH,kʰjiH
𢺷,羣開三B支平,gje,ɡɨ̯ie,ɡɨi,ɡ̊ɦɨi,kʰɨi
𢻃,常開三支去,dzyeH,dʑieh,ʑiH,ʑ̊ɦiH,ɕiH
𢻚,羣開三A支平,gjie,ɡjie,ɡji,ɡ̊ɦji,kʰji
𢻢,來開三宵上,ljewX,ljewʔ,lɨɛwX,lɨɛwX,lɨɛwX
𢻫,書開三支平,sye,ɕie,ɕi,ɕi,ɕi
𢻬,滂三C虞上,phjuX,pʰɨ̯oʔ,pfʰuX,fuX,fuX
𢻳,並三C虞平,bju,bɨ̯o,bvu,v̥ɦu,fu
𢻹,並三B脂上,bijX,bɨ̯iʔ,bɨiH,b̥ɦɨiH,pʰɨiH
𢻹,滂三A脂平,phjij,pʰji,pʰji,pʰji,pʰji
𢻹,滂三B脂上,phijX,pʰɨ̯iʔ,pʰɨiX,pʰɨiX,pʰɨiX
𢼂,見開二肴去,kaewH,qaˤwh,qʕawH,qʕawH,qʕawH
𢼛,見合二庚入,kwaek,qwaˤk,qwʕɛk,qwʕɛɣ,qwʕɛɣ
𢼛,見開二庚入,kaek,qaˤk,qʕɛk,qʕɛɣ,qʕɛɣ
𢼟,影合三C陽上,'jwangX,ʔwɨ̯ɑŋʔ,ʔwɨɑŋX,ʔwɨɔũX,ʔwɨɔũX
𢼣,溪開二山入,kheat,qʰeˤt,qʰʕat,qʰʕar,qʰʕar
𢼸,明三C微平,mj+j,mwɨj,ɱji,ʋji,ʋji
𢼹,滂一模平,phu,p̙ʰo,pʰu,pʰu,pʰu
𢽚,知二江入,traewk,ʈoˤk,ʈʕawk,ʈʕawɣ,ʈʕɔɣ
𢽚,端一東入,tuwk,t̙uk,tuk,tuɣ,tuɣ
𢽝,崇開二咸平,dzream,dʐeˤm,ʐʕam,ʐ̥ɦʕam,ʂʕam
𢽣,溪開二咸平,kheam,qʰeˤm,qʰʕam,qʰʕam,qʰʕam
𢽤,見開一談上,kamX,qɑmʔ,qɑmX,qɑmX,qɑmX
𢽳,心開一寒上,sanX,s̙ɑnʔ,sɑnX,sɑnX,sɑnX
𢽹,明三B真上,minX,mɨ̯inʔ,mɨnX,mbɨnX,mbɨnX
𢾁,云合三C微平,hjw+j,wɨj,wɨi,wɨi,wɨi
𢾅,定一模上,duX,d̙oʔ,duH,d̥ɦuH,tʰuH
𢾇,滂三B蒸入,phik,pʰɨk,pʰɨk,pʰɨɣ,pʰɨɣ
𢾊,澄開二耕平,dreang,ɖeˤŋ,ɖʕɛŋ,ɖ̥ɦʕɛĩ,ʈʰʕɛĩ
𢾎,昌合三真上,tsyhwinX,tɕʰwinʔ,tɕʰwɨnX,tɕʰwɨnX,tɕʰwɨnX
𢾫,知開三脂上,trijX,ʈiʔ,ʈɨiX,ʈɨiX,ʈɨiX
𢾮,定一冬平,downg,d̙oŋ,duŋ,d̥ɦuŋ,tʰuŋ
𢿏,滂二肴平,phaew,p̙ʰaˤw,pʰʕaw,pʰʕaw,pʰʕaw
𢿢,來合一寒去,lwanH,l̙wɑnh,lwɑnH,lwɑnH,lwɑnH
𢿣,溪開四青入,khek,qʰek,kʰjɛk,kʰjɛɣ,kʰjɨɣ
𢿣,溪開四蕭平,khew,qʰew,kʰjɛw,kʰjɛw,kʰjɛw
𢿣,疑開二肴平,ngaew,ɴaˤw,ɴʕaw,ɴɢʕaw,ɴɢʕaw
𢿥,幫一歌去,paH,p̙ɑh,pɑH,pɑH,pɔH
𢿦,澄開二耕平,dreang,ɖeˤŋ,ɖʕɛŋ,ɖ̥ɦʕɛĩ,ʈʰʕɛĩ
𢿱,心開一寒上,sanX,s̙ɑnʔ,sɑnX,sɑnX,sɑnX
𢿱,心開一寒去,sanH,s̙ɑnh,sɑnH,sɑnH,sɑnH
𢿾,清開一豪平,tshaw,t̙s̙ʰəw,tsʰɑw,tsʰɑw,tsʰɑw
𣀃,來開三鹽平,ljem,ljem,lɨɛm,lɨɛm,lɨɛm
𣀒,從一東去,dzuwngH,d̙z̙uŋh,dzuŋH,d̥z̥ɦuŋH,tsʰuŋH
𣀓,常三尤平,dzyuw,dʑu,ʑɨw,ʑ̊ɦɨw,ɕɨw
𣀔,初合三元去,tsrhjwonH,tʂʰwɨ̯ənh,tʂʰwʕanH,tʂʰwʕanH,tʂʰwʕanH
𣀔,滂三C元去,phjonH,pʰɨ̯ənh,pfʰʕanH,fʕanH,fʕanH
𣀣,並三C文入,bjut,bɨ̯ut,bvut,v̥ɦur,fur
𣀤,見合二皆去,kweajH,qweˤjh,qwʕajH,qwʕajH,qwʕajH
𣀮,日開三陽平,nyang,ɲɑŋ,ɲɑŋ,ʑɔũ,ʑɔũ
𣀳,孃開三鹽入,nrjep,ɳjep,ɳɨɛp,nɻɨɛβ,nɻɨɛβ
𣀶,精合一寒平,tswan,t̙s̙wɑn,tswɑn,tswɑn,tswɑn
𣀷,來開三支平,lje,lie,lɨi,lɨi,lɨi
𣀷,來開四齊上,lejX,l̙ejʔ,ljɛjX,ljɛjX,ljiX
𣁗,透開一寒去,thanH,t̙ʰɑnh,tʰɑnH,tʰɑnH,tʰɑnH
𣁜,明一寒去,manH,m̙ɑnh,mɑnH,mbɑnH,mbɑnH
𣁟,來開三之平,li,ljɨ,lɨi,lɨi,lɨi
𣁣,來開二山平,lean,l̙eˤn,lʕan,lʕan,lʕan
𣁳,影合一寒入,'wat,ʔ̙wɑt,ʔwɑt,ʔwɑr,ʔwɑr
𣁳,影合二山入,'weat,ʔ̙weˤt,ʔˤwat,ʔˤwar,ʔˤwar
𣁳,曉合一寒入,xwat,χwɑt,χwɑt,χwɑr,χwɑr
𣁴,溪開二咸入,kheap,qʰeˤp,qʰʕap,qʰʕaβ,qʰʕaβ
𣂁,透開四蕭平,thew,t̙ʰew,tʰjɛw,tʰjɛw,tʰjɛw
𣂆,並二庚平,baeng,b̙aˤŋ,bʕɛŋ,b̥ɦʕɛĩ,pʰʕɛĩ
𣂆,滂一唐平,phang,p̙ʰɑŋ,pʰɑŋ,pʰɔũ,pʰɔũ
𣂉,端開四青入,tek,t̙ek,tjɛk,tjɛɣ,tjɨɣ
𣂞,來開一歌上,laX,l̙ɑʔ,lɑX,lɑX,lɔX
𣂯,常開三祭去,dzyejH,dʑejh,ʑɛjH,ʑ̊ɦɛjH,ɕiH
𣃈,知開三陽入,trjak,ʈjɑk,ʈɨɑk,ʈɨɑɣ,ʈɨɔɣ
𣃍,初合三祭去,tsrhjwejH,tʂʰwɨ̯ejh,tʂʰwʕajH,tʂʰwʕajH,tʂʰwʕajH
𣃍,清合三祭去,tshjwejH,tsʰjwejh,tsʰjwɛjH,tsʰjwɛjH,tsʰjwiH
𣃘,知開三蒸平,tring,ʈjɨŋ,ʈɨŋ,ʈɨŋ,ʈɨŋ
𣃘,徹開三仙上,trhjenX,ʈʰjenʔ,ʈʰɨɛnX,ʈʰɨɛnX,ʈʰɨɛnX
𣃘,澄二江平,draewng,ɖoˤŋ,ɖʕawŋ,ɖ̥ɦʕɔũ,ʈʰʕɔũ
𣃦,明三C文入,mjut,mɨ̯ut,ɱut,ʋur,ʋur
𣃰,影開三B鹽上,'jemX,ʔɨ̯emʔ,ʔɨɛmX,ʔɨɛmX,ʔɨɛmX
𣃳,影開三C嚴上,'jaemX,ʔɨ̯əmʔ,ʔɨɛmX,ʔɨɛmX,ʔɨɛmX
𣄉,影開三A鹽入,'jiep,ʔjep,ʔjɛp,ʔjɛβ,ʔjɛβ
𣄉,影開三B鹽上,'jemX,ʔɨ̯emʔ,ʔɨɛmX,ʔɨɛmX,ʔɨɛmX
𣄝,疑開三B鹽去,ngjemH,ŋɨ̯emh,ŋɨɛmH,ŋɡɨɛmH,ŋɡɨɛmH
𣄠,幫三A宵平,pjiew,pjew,pjɛw,pjɛw,pjɛw
𣄧,以合三脂平,ywij,jwi,jwi,jwi,jwi
𣄲,溪合三B支上,khjweX,kʰwɨ̯ieʔ,kʰwɨiX,kʰwɨiX,kʰwɨiX
𣄴,來開三陽去,ljangH,ljɑŋh,lɨɑŋH,lɨɔũH,lɨɔũH
𣄴,來開三陽平,ljang,ljɑŋ,lɨɑŋ,lɨɔũ,lɨɔũ
𣄸,匣合一歌上,hwaX,ʁwɑʔ,ʁwɑH,ʁ̥ɦwɑH,χwɔH
𣅔,莊開三蒸入,tsrik,tʂɨk,tʂʕək,tʂʕəɣ,tʂʕəɣ
𣆖,曉合一唐上,xwangX,χwɑŋʔ,χwɑŋX,χwɔũX,χwɔũX
𣆖,曉合一唐平,xwang,χwɑŋ,χwɑŋ,χwɔũ,χwɔũ
𣇩,影開二麻去,'aeH,ʔ̙aˤh,ʔˤaH,ʔˤaH,ʔˤaH
𣈡,透開四齊上,thejX,t̙ʰejʔ,tʰjɛjX,tʰjɛjX,tʰjiX
𣉘,泥開一咍去,nojH,n̙əjh,nɑjH,ndɑjH,ndɑjH
𣉘,泥開一登入,nok,n̙ək,nək,ndəɣ,ndəɣ
𣉻,知開三支去,trjeH,ʈieh,ʈɨiH,ʈɨiH,ʈɨiH
𣊟,溪開一談去,khamH,qʰɑmh,qʰɑmH,qʰɑmH,qʰɑmH
𣊡,疑開一覃入,ngop,ɴəp,ɴɑp,ɴɢɑβ,ɴɢɑβ
𣊡,曉開四先上,xenX,χenʔ,xjɛnX,xjɛnX,xjɛnX
𣋞,影開一泰去,'ajH,ʔ̙ɑjh,ʔɑjH,ʔɑjH,ʔɑjH
𣋟,明一歌上,maX,m̙ɑʔ,mɑX,mbɑX,mbɔX
𣋲,來開三鹽入,ljep,ljep,lɨɛp,lɨɛβ,lɨɛβ
𣌍,孃開三鹽入,nrjep,ɳjep,ɳɨɛp,nɻɨɛβ,nɻɨɛβ
𣌏,端開一登入,tok,t̙ək,tək,təɣ,təɣ
𣌧,初開二耕入,tsrheak,tʂʰeˤk,tʂʰʕɛk,tʂʰʕɛɣ,tʂʰʕɛɣ
𣍆,昌開三之平,tsyhi,tɕʰɨ,tɕʰi,tɕʰi,tɕʰi
𣍆,泥開四青平,neng,n̙eŋ,njɛŋ,ndjɛĩ,ndjɛĩ
𣍘,從開一豪平,dzaw,d̙z̙əw,dzɑw,d̥z̥ɦɑw,tsʰɑw
𣍦,曉合三C陽去,xjwangH,xwɨ̯ɑŋh,xwɨɑŋH,xwɨɔũH,xwɨɔũH
𣎛,見合三A真入,kjwit,kjwit,kjwit,kjwir,kjwir
𣎜,船開三蒸去,zyingH,ʑɨŋh,ʑɨŋH,ʑ̊ɦɨŋH,ɕɨŋH
𣎟,邪開三侵平,zim,zim,zjim,z̥ɦjim,sjim
𣎲,透開一唐上,thangX,t̙ʰɑŋʔ,tʰɑŋX,tʰɔũX,tʰɔũX
𣎳,滂二佳去,pheaH,p̙ʰeˤh,pʰʕajH,pʰʕajH,pʰʕajH
𣎳,滂三A真去,phjinH,pʰjinh,pʰjinH,pʰjinH,pʰjinH
𣎴,疑開一寒入,ngat,ɴɑt,ɴɑt,ɴɢɑr,ɴɢɑr
𣏔,溪合一魂去,khwonH,qʰwənh,qʰwənH,qʰwənH,qʰwənH
𣏚,常開三支平,dzye,dʑie,ʑi,ʑ̊ɦi,ɕi
𣏜,明三A仙平,mjien,mjen,mjɛn,mbjɛn,mbjɛn
𣏞,云三C尤平,hjuw,wɨ̯u,ɣɨw,ɣɨw,ɣɨw
𣏟,滂二佳去,pheaH,p̙ʰeˤh,pʰʕajH,pʰʕajH,pʰʕajH
𣐉,徹開三脂去,trhijH,ʈʰih,ʈʰɨiH,ʈʰɨiH,ʈʰɨiH
𣐊,見三C東入,kjuwk,kɨ̯uk,kɨuk,kɨuɣ,kɨuɣ
𣐋,云合三C元入,hjwot,wɨ̯ət,wɨɛt,wɨɛr,wɨɛr
𣐑,從開三支平,dzje,dzie,dzji,d̥z̥ɦə,tsʰə
𣐵,以開三之平,yi,jɨ,ji,ji,ji
𣐾,曉開一豪平,xaw,χəw,χɑw,χɑw,χɑw
𣑍,見合二麻上,kwaeX,qwaˤʔ,qwʕaX,qwʕaX,qwʕaX
𣑫,端合一歌去,twaH,t̙wɑh,twɑH,twɑH,twɔH
𣑫,端合一歌平,twa,t̙wɑ,twɑ,twɑ,twɔ
𣓀,莊開三臻上,tsrinX,tʂɨ̯inʔ,tʂʕənX,tʂʕənX,tʂʕənX
𣓀,莊開三臻平,tsrin,tʂɨ̯in,tʂʕən,tʂʕən,tʂʕən
𣓁,溪開一寒平,khan,qʰɑn,qʰɑn,qʰɑn,qʰɑn
𣓅,溪開二咸上,kheamX,qʰeˤmʔ,qʰʕamX,qʰʕamX,qʰʕamX
𣓈,來開三陽上,ljangX,ljɑŋʔ,lɨɑŋX,lɨɔũX,lɨɔũX
𣓌,見開一豪上,kawX,qəwʔ,qɑwX,qɑwX,qɑwX
𣓌,見開一豪平,kaw,qəw,qɑw,qɑw,qɑw
𣓗,曉合一魂入,xwot,χwət,χwət,χwər,χwər
𣓧,知合三仙上,trjwenX,ʈjwenʔ,ʈwɨɛnX,ʈwɨɛnX,ʈwɨɛnX
𣔴,以三尤平,yuw,ju,jɨw,jɨw,jɨw
𣔺,明一冬入,mowk,m̙ok,muk,mbuɣ,mbuɣ
𣔺,明一豪去,mawH,m̙əwh,mɑwH,mbɑwH,mbɑwH
𣔻,定合一魂入,dwot,d̙wət,dwət,d̥ɦwər,tʰwər
𣔾,邪合三脂去,zwijH,zjwih,zjwiH,z̥ɦuH,suH
𣕁,疑開四齊平,ngej,ɴej,ŋjɛj,ŋɡjɛj,ŋɡji
𣕁,影開四齊平,'ej,ʔ̙ej,ʔjɛj,ʔjɛj,ʔji
𣕄,見合四青平,kweng,qweŋ,kjwɛŋ,kjwɛĩ,kjwɛĩ
𣕇,生開二肴去,sraewH,ʂaˤwh,ʂʕawH,ʂʕawH,ʂʕawH
𣕍,心合三真上,swinX,sjwinʔ,sjwinX,sjwinX,sjwinX
𣖄,清開三宵平,tshjew,tsʰjew,tsʰjɛw,tsʰjɛw,tsʰjɛw
𣖅,定開四齊平,dej,d̙ej,djɛj,d̥ɦjɛj,tʰji
𣖬,羣合三C元入,gjwot,ɡwɨ̯ət,ɡwɨɛt,ɡ̊ɦwɨɛr,kʰwɨɛr
𣖹,孃開三魚平,nrjo,ɳjə,ɳɨ,nɻɨu,nɻɨu
𣖼,心合三真平,swin,sjwin,sjwin,sjwin,sjwin
𣖾,並三B脂去,bijH,bɨ̯ih,bɨiH,b̥ɦɨiH,pʰɨiH
𣗻,澄開三真入,drit,ɖit,ɖɨt,ɖ̥ɦɨr,ʈʰɨr
𣘖,見開三C元平,kjon,kɨ̯ən,kɨɛn,kɨɛn,kɨɛn
𣘘,生開三臻平,srin,ʂɨ̯in,ʂʕən,ʂʕən,ʂʕən
𣘟,溪開二麻平,khae,qʰaˤ,qʰʕa,qʰʕa,qʰʕa
𣘢,疑開一豪平,ngaw,ɴəw,ɴɑw,ɴɢɑw,ɴɢɑw
𣘤,初開二山入,tsrheat,tʂʰeˤt,tʂʰʕat,tʂʰʕar,tʂʰʕar
𣘥,並四齊去,bejH,b̙ejh,bjɛjH,b̥ɦjɛjH,pʰjiH
𣘧,並三C虞平,bju,bɨ̯o,bvu,v̥ɦu,fu
𣘨,影開一歌上,'aX,ʔ̙ɑʔ,ʔɑX,ʔɑX,ʔɔX
𣘪,來開一豪平,law,l̙əw,lɑw,lɑw,lɑw
𣘫,匣開一豪平,haw,ʁəw,ʁɑw,ʁ̥ɦɑw,χɑw
𣘯,見合二庚平,kwaeng,qwaˤŋ,qwʕɛŋ,qwʕɛĩ,qwʕɛĩ
𣘻,定一模平,du,d̙o,du,d̥ɦu,tʰu
𣘻,澄開二麻平,drae,ɖaˤ,ɖʕa,ɖ̥ɦʕa,ʈʰʕa
𣙿,滂三C微去,phj+jH,pʰwɨjh,pfʰjiH,fjiH,fjiH
𣚃,見開四先入,ket,qet,kjɛt,kjɛr,kjɛr
𣚊,日開三之平,nyi,ɲɨ,ɲi,ʑi,ʑi
𣚍,影開三C蒸入,'ik,ʔɨk,ʔɨk,ʔɨɣ,ʔɨɣ
𣚏,曉合三C虞平,xju,xɨ̯o,xɨu,xɨu,xɨu
𣚕,影開三A鹽入,'jiep,ʔjep,ʔjɛp,ʔjɛβ,ʔjɛβ
𣚙,精開四先平,tsen,t̙s̙en,tsjɛn,tsjɛn,tsjɛn
𣛒,來開四齊去,lejH,l̙ejh,ljɛjH,ljɛjH,ljiH
𣛗,來開一唐入,lak,l̙ɑk,lɑk,lɑɣ,lɔɣ
𣛱,定開一覃上,domX,d̙əmʔ,dɑmH,d̥ɦɑmH,tʰɑmH
𣛺,清開三真入,tshit,tsʰit,tsʰjit,tsʰjir,tsʰjir
𣜄,來合一歌平,lwa,l̙wɑ,lwɑ,lwɑ,lwɔ
𣜣,從開三侵平,dzim,dzim,dzjim,d̥z̥ɦjim,tsʰjim
𣜤,心合一歌平,swa,s̙wɑ,swɑ,swɑ,swɔ
𣜨,羣合三B仙去,gjwenH,ɡwɨ̯enh,ɡwɨɛnH,ɡ̊ɦwɨɛnH,kʰwɨɛnH
𣝂,匣合一魂平,hwon,ʁwən,ʁwən,ʁ̥ɦwən,χwən
𣝉,端合一灰去,twojH,t̙wəjh,twɑjH,twɑjH,twɑjH
𣝋,定開一覃入,dop,d̙əp,dɑp,d̥ɦɑβ,tʰɑβ
